funder,works count
Italian Ministry of Economic Development through the Electric System Research program,1
Basic Research Program at the National Research University Higher School of Economics (HSE),1
Russian Academic Excellence Project '5-100',1
University of Torino,1
Wenzhou City Science and Technology Bureau,1
"Ministry of Sciences, Innovation and Universities",1
DOE U.S. Department of Energy,1
Exascale Computing Project,1
The Key Program of NSFC Grant,1
Shaanxi Science and Technology Coordination and Innovation Project,1
Universidad de Alcalá,1
Self-funded study,1
Microgrid Research Program at Aalborg University,1
INTERREG-IVA-GR program,1
Ministry of Science Technology and Telecommunication of Costa Rica,1
Università degli Studi della Campania Luigi Vanvitelli,1
Max-Planck-Institut für Evolutionäre Anthropologie,1
Ministerstvo obrazovaniâ i nauki Rossijskoj Federacii,1
National R+D+I of the Ministry of Economy and Competitiveness of the Spanish Government,1
"U.S. Department of Commerce, National Institute of Standards and Technology",1
EU Horizon 2020 Programme,1
PAT,1
Consiglio Nazionale delle Ricerche-Istituto Officina dei Materiali,1
Slovak Research and Development Agency,1
ABB,1
"Ministério da Saúde/Secretaria de Vigilância em Saúde, Brazil",1
Ryerson University,1
Spanish Rural Development Program,1
Dankook University (KR),1
Ohio Department of Higher Education,1
Bowing Green State University,1
Medical Mutual/Bowling Green State University Center of Excellence for Health and Wellness across the Lifespan,1
"Sardinian Region, Italian Ministry for Education, University and Research",1
Secom Science and Technology Foundation,1
Elizabethtown College Summer Scholarship Creative Arts and Research Projects,1
"the Ministry of Science, Technology and Innovation of Malaysia, under the Grant eScienceFund",1
"Open Fund of Key Laboratory of Urban Land Resources Monitoring and Simulation, Ministry of Land and Resource",1
"Open Fund of Key Laboratory of Urban Land Resources Monitoring and Simulation, MNR",1
Shenzhen Scientific Research and Development Funding Program,1
Funding Program of the Department of Education of Guangdong,1
"New Jersey Meadowlands Commission, Resolution 08-110",1
University of Tokyo,1
Academy of Finland Research,1
"National Mobile Communications Research Laboratory, Southeast University",1
National key R&D program,1
4TU Centre for Ethics and Technology,1
World Wildlife Fund Canada,1
Vårdalstiftelsen,1
"Forskningsrådet om Hälsa, Arbetsliv och Välfärd",1
Kamprad Family Foundation,1
Karolinska Institutet,1
European Research Council (ERC) Starting Grant ResolutioNet,1
European Union Horizon 2020 research and innovation programme,1
Innovative Medicines Initiative (IMI) Joint Undertaking,1
EFPIA companies’,1
European Union’s Seventh Framework Programme,1
Bundesministerium für Bildung und Forschung and Hessisches Ministerium für Wissenschaft und Kunst,1
National Major Scientific and Technological Special Project,1
ICT project “DIACHRON”,1
SMART Technologies,1
Canada Energy Regulator,1
Open Funds of State Key Laboratory of Nuclear Power Safety Monitoring Technology and Equipment,1
Pennsylvania Space Grant Consortium,1
U.C. Berkeley Goldman School of Public Policy,1
Congressional Budget Office,1
Berkeley Initiative for Transparency in the Social Sciences,1
BMWi,1
Centre for Industrial Technological Development,1
Slovenian Research Agency's,1
"Canadian Network for Research and Innovation in Machining Technology, Natural Sciences and Engineering Research Council of Canada (NSERC Canadian Network for Research and Innovation in Machining Technology)",1
Excellence Initiative of the German federal and state governments,1
EFPIA,1
the Innovative Medicines Initiative,1
the European Union’s Horizon 2020 research and innovation programme,1
National Key Technology Research and Development Program of the Ministry of Science and Technology of China,1
The reported study was funded by RFBR according to the research project ? 19-37-90001.,1
Richard King Mellon Foundation,1
New Zealand’s Biological Heritage,1
"Department of Science and Technology, Ho Chi Minh City",1
Center for Access & Delivery Research and Evaluation,1
IDRC-Canada through the project entitled “Faire-face aux Changements Ensemble: Mieuxs’adapter aux Changements Climatiques au Canada et en Afrique de l’Ouest”,1
EC in the CREDENTIAL project,1
United States Department of Energy,1
Research on Sino-Tibetan multi-source information acquisition fusion data mining and its application,1
National Key Research and Developmen Program of China,1
SAST Research Fund,1
NSFC Projects,1
Department of Energy’s Office of Advanced Scientific Computing Research,1
H2020-EU.3.1.5.1.,1
Northwest Fisheries Science Center,1
European Union?s Horizon 2020 BPR4GDPR,1
European Union?s Horizon 2020 SealedGrid,1
SigTuple Technologies Private Limited,1
CREAF,1
Autonomous University of Barcelona,1
ALTER-Net High Impact Action,1
U.S. Department of Justice,1
National High-Tech Research and Development Program of China,1
State Key Laboratory of Cryptology,1
"National Science Centre, Republic of Poland",1
Urban Sustainability Research Coordination Network,1
Central Arizona–Phoenix LTER,1
Urban Resilience to Extreme Weather-Related Events Sustainability Research Network,1
Baltimore Ecosystem Study LTER,1
Young Elite Scientists Sponsorship Program by China Association for Science and Technology,1
China Ministry of Science and Technologies under Innovation Method Fund,1
Polish-Chinese cooperation venture of Xidian University and Wroclaw University of Science and Technology on Secure Data Outsourcing in Cloud Computing,1
"Graduate School, Duke University",1
Innovative Medicines Initiative (IMI),1
Science and Technology Project of Guangdong Province,1
Shanghai NSF,1
Shanghai Chen Guang Program,1
National Key Basic Research Program,1
EU PickNPack,1
MEyC-Spain,1
Applied Research Collaboration,1
North East and North Cumbria,1
Geneva University Hospitals,1
BioMérieux,1
Synlab,1
MAAT Pharma,1
Campus Biotech Foundation,1
Pathoquest,1
bioMérieux,1
Ferring,1
Swiss National Fund,1
Enterome,1
Roche,1
Seres Therapeutics,1
Fasteris,1
Becton-Dickinson,1
Nestlé,1
DaVolterra,1
Major Scientific Project of Zhejiang Lab,1
The European Union's Horizon 2020,1
The Key Fund Project of Sichuan Provincial Department of Education,1
The Laboratory for Internet of Things and Mobile Internet Technology of Jiangsu Province,1
Cisco Systems,1
Westfälische Wilhelms-Universität Münster,1
DoD,1
“TWC SBE: Option: Frontier: Collaborative: Towards Effective Web Privacy Notice and Choice: A Multi-Disciplinary Prospective.”,1
National Science Foundation under its Secure and Trustworthy Computing (SaTC) initiative,1
National Defense Science and Engineering Graduate (NDSEG) Fellowship,1
Taif university,1
"Armament Research, Development and Engineering Center",1
IDRC-Canada through the sponsorship of the project entitled “Faire-face aux Changements Ensemble: Mieuxs’ adapter aux Changements Climatiques au Canada et en Afrique de l’Ouest”,1
IRIACC Initiative,1
FKZ 01ZZ1606A-H,1
extend appreciation to the Deanship of Scientific Research at Princess Nourah bint Abdualrahman University for supporting his work through the visiting scholar program,1
Project title: “PACE: Privacy-aware Cloud Ecosystems.”,1
Heart and Stroke Foundation of Canada,1
Calgary Foundation,1
Portuguese funding agency FCT,1
Operational Program of Human Capital,1
Fundamental Research Funds for Central Universities,1
"Deanship of Scientific Research, King Faisal University",1
"Fondo Nacional de Financiamiento para la Ciencia, la Tecnología y la Innovación Francisco José de Caldas",1
Research Councils UK Digital Economy Programme Web Science Doctoral Training Centre University of Southampton,1
VCRI - De La Salle University,1
Global Alliance for TB Drug Development non-profit organization,1
Springworks Therapeutics Inc,1
EFPIA and Children's Tumor Foundation,1
ICIMOD,1
German Federal Ministry for Economic Cooperation and Development,1
Austrian Development Agency,1
Sichuan science and technology program,1
Project on Public Safety Risk Prevention and Control and Emergency Technical Equipment,1
Intelligence Advanced Research Projects Activity (IARPA),1
DoD Center of Excellence in Artificial Intelligence and Machine Learning CoEAIML,1
the special innovation project of Educational Commission of Guangdong Province,1
E-business innovation and entrepreneurship course project of Guangdong,1
China 863 Program,1
Shanghai Science and Technology Innovation Action Plan Project,1
program for tackling key problems in Henan science and technology,1
Singapore Ministry of Education (MOE),1
Alibaba Group through Alibaba Innovative Research (AIR) Program and Alibaba-NTU Singapore Joint Research Institute (JRI),1
"NRF National Satellite of Excellence, Design Science and Technology for Secure Critical Infrastructure NSoE",1
"Wallenberg AI, Autonomous Systems and Software Program and Nanyang Technological University (WASP/NTU)",1
"National Research Foundation (NRF), Singapore, under Singapore Energy Market Authority (EMA), Energy Resilience",1
Western Alaska Landscape Conservation Cooperative,1
MarieSkłodowska-Curie,1
Science and Technology,1
Chinese Academy of Sciences President&#x0027;s International Fellowship Initiative,1
Training Programme Foundation for the Talents by Kunming university of science and technology,1
Transformation Program of Scientific and Technological Achievements of Jiangsu Provence,1
"Ministry of Science and Technology, R.O.C.",1
Northwestern University Clinical and Translational Sciences Institute,1
National Institutes of Health’s National Center for Advancing Translational Sciences,1
Danmarks Grundforskningsfond,1
Institute for Information & communications Technology Planning & Evaluation (IITP),1
NNSA,1
NSF CNS,1
National and provincial program supporting projects of Shenzhen,1
Basic Research Project of Shenzhen,1
NSF-LTER grant,1
NSF-MSB grant,1
China National Key Research and Development Plan,1
Scientific and Technological Research Project of Henan Province,1
Hochschule Darmstadt University of Applied Sciences,1
Key R and D Program of Hebei Province,1
